"ALEXANDER MAGNVS","","","","","","ἐν ταῖς Ἐπιστολαῖς ταῖς πρὸς τοὺς ἐν Ἀσίᾳ σατράπας","incertae epist.","","","2","2.42f","","",""
"ALEXANDER MAGNVS","","","","","","De epistulario Alexandri et familiarium","","","","","","","v. CLEOMENES, OLYMPIAS, PARMENIO",""
"ALEXANDER MAGNVS","","","","","","De epistulario Alexandri et familiarium","Ἐφημερίδες","","","","","","v. EVMENES Cardianus",""
"ALEXANDER","ὁ Αἰτωλός (15.699b)","","","ὁ τραγῳδοδιδάσκαλος (15.699b)","","ἐν Ἁλιεῖ","","","p. 238 M","7","7.296e","","",""
"ALEXANDER","ὁ Αἰτωλός (15.699b)","","","ὁ τραγῳδοδιδάσκαλος (15.699b)","","ἐν Κρίκᾳ","","Κίρκα coni","p. 240 M","7","7.283a","","",""
"ALEXANDER","ὁ Αἰτωλός (15.699b)","","","ὁ τραγῳδοδιδάσκαλος (15.699b)","","Ἐλεγεῖον","","","p. 230 Μ","15","15.699b","","","range start"
"ALEXANDER","ὁ Αἰτωλός (15.699b)","","","ὁ τραγῳδοδιδάσκαλος (15.699b)","","Ἐλεγεῖον","","","p. 230 Μ","15","15.699c","","","range end"
"ALEXANDER","ὁ Αἰτωλός (15.699b)","","","ὁ τραγῳδοδιδάσκαλος (15.699b)","","Ἰωνικὰ ποιήματα","","","","14","14.620e","","",""
"ALEXANDER","ὁ Αἰτωλός (15.699b)","","","ὁ τραγῳδοδιδάσκαλος (15.699b)","","libri incerti","","","p. 249 Μ","10","10.412f","","",""
"ALEXANDER","","","","comicus","","Πότος","","","fr. 3","4","4.170e","","",""
"ALEXANDER","","","","comicus","","Τιγόνιον","","ἐν τιγονι cod. fort. Ἀντιγόνῃ, ut sit tragoedia Alexandri Aetoli","fr. 4","11","11.496c","","",""
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ περὶ Ζῴων","","","","9","9.392c","","",""
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ περὶ Πτηνῶν Ζῴων","","","","9","9.398c","","","range start"
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ περὶ Πτηνῶν Ζῴων","","","","9","9.398d","","","range end"
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν βʹ περὶ τῆς τῶν Πτηνῶν ἱστορίας","","","","9","9.388d","","",""
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","κτηνῶν cod.","","5","5.221b","","","range start"
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","κτηνῶν cod.","","5","5.221d","","","range end"
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","eodem ex libro sine dubio","","2","2.65a","","","range start"
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","eodem ex libro sine dubio","","2","2.65b","","","range end"
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","eodem ex libro sine dubio","","9","9.387f","","",""
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","eodem ex libro sine dubio","","9","9.389c","","",""
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","eodem ex libro sine dubio","","9","9.390f","","",""
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","eodem ex libro sine dubio","","9","9.391b","","","range start"
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","eodem ex libro sine dubio","","9","9.391c","","","range end"
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","eodem ex libro sine dubio","","9","9.391f","","",""
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","eodem ex libro sine dubio","","9","9.393a","","","range start"
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","eodem ex libro sine dubio","","9","9.393d","","","range end"
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","eodem ex libro sine dubio","","9","9.394d","","","range start"
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","eodem ex libro sine dubio","","9","9.394e","","","range end"
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","eodem ex libro sine dubio","","9","9.395c","","","range start"
"ALEXANDER","ὁ Μύνδιος","","","","","ἐν δευτέρῳ Πτηνῶν ἱστορίας","","eodem ex libro sine dubio","","9","9.395e","","","range end"
"ALEXANDER","ὁ Μύνδιος","","","","","libri incerti","","","","2","2.57b","","",""
"ALEXARCHVS","","","","","","ad Casandrenses epistula","","","","3","3.98e","","",""
"ALEXAS","","","","","fort. ALEXIAS","Ἰωνικὰ ποιήματα","","","","14","14.620e","","",""
"ALEXINVS","","","","ὁ διαλεκτικός","","Παιάν εἰς Κρατερὸν τὸν Μακεδόνα","","","","15","15.696e","","v. ALEXIS",""
"ALEXIS","","","","","Ἀλεξῖνος coni","ἐν τῷ περὶ Αὐταρκείας","","","","10","10.418e","","",""
"ALEXIS","ὁ Σάμιος","","","","","ἐν δευτέρῳ Ὥρων Σαμιακῶν","","","fr. 1","13","13.572f","","","",""
"ALEXIS","ὁ Σάμιος","","","","","ἐν τρίτῳ Σαμίων Ὥρων","","","fr. 2","12","12.540d","","adn.","range start"
"ALEXIS","ὁ Σάμιος","","","","","ἐν τρίτῳ Σαμίων Ὥρων","","","fr. 2","12","12.540e","","adn.","range end"
"ALEXIS","","","","comicus","","Ἀγωνὶς ἢ Ἱππίσκος","","","fr. 3","8","8.339c","","",""
"ALEXIS","","","","comicus","","Ἀγωνὶς ἢ Ἱππίσκος","","","fr. 4","15","15.678e","","",""
"ALEXIS","","","","comicus","","ἐν Ἱππίσκῳ","","","fr. 2","6","6.230b","","","range start"
"ALEXIS","","","","comicus","","ἐν Ἱππίσκῳ","","","fr. 2","6","6.230c","","","range end"
"ALEXIS","","","","comicus","","ἐν Ἱππίσκῳ","","","fr. 2","11","11.502f","","","",""
"ALEXIS","","","","comicus","","ἐν Ἱππίσκῳ","","","fr. 6","11","11.471e","","",""
"ALEXIS","","","","comicus","","ἐν Ἱππίσκῳ","","","fr. 6","3","3.120b","","",""
"ALEXIS","","","","comicus","","Ἀδελφοί","","","fr. 7","6","6.223f","","",""
"ALEXIS","","","","comicus","","Αἴσωπος","","","fr. 9","10","10.431d","","",""
"ALEXIS","","","","comicus","","Αἴσωπος","","","fr. 9","10","10.431d","","","range start"
"ALEXIS","","","","comicus","","Αἴσωπος","","","fr. 9","10","10.431f","","","range end"
"ALEXIS","","","","comicus","","Ἀλείπτρια","","","","","","","v. ANTIPHANES",""
"ALEXIS","","","","comicus","","Ἄντεια","","","","","","","v. ANTIPHANES",""
"ALEXIS","","","","comicus","","Ἀπεγλαυκωμένος","","","fr. 15","3","3.117e","","cf. 117c","range start"
"ALEXIS","","","","comicus","","Ἀπεγλαυκωμένος","","","fr. 15","3","3.118a","","cf. 117c","range end"
"ALEXIS","","","","comicus","","Ἀπεγλαυκωμένος","","","fr. 16","6","6.224f","","",""
"ALEXIS","","","","comicus","","Ἀπεγλαυκωμένος","","","fr. 16","6","6.225a","","",""
"ALEXIS","","","","comicus","","Ἀπεγλαυκωμένος","","","fr. 17","7","7.301a","","","range start"
"ALEXIS","","","","comicus","","Ἀπεγλαυκωμένος","","","fr. 17","7","7.301b","","","range end"
"ALEXIS","","","","comicus","","Ἀπεγλαυκωμένος","","","fr. 18","7","7.301a","","","range start"
"ALEXIS","","","","comicus","","Ἀπεγλαυκωμένος","","","fr. 18","7","7.301b","","","range end"
"ALEXIS","","","","comicus","","Ἀποβάτης","","","fr. 19","14","14.638c","","",""
"ALEXIS","","","","comicus","","Ἀποκοπτόμενος","","","fr. 20","13","13.562d","","","range start"
"ALEXIS","","","","comicus","","Ἀποκοπτόμενος","","","fr. 20","13","13.562e","","","range end"
"ALEXIS","","","","comicus","","Ἀποκοπτομένη","","","fr. 21","10","10.431c","","",""
"ALEXIS","","","","comicus","","Ἀρχίλοχος","","","fr. 22","14","14.644b","","","range start"
"ALEXIS","","","","comicus","","Ἀρχίλοχος","","","fr. 22","14","14.644c","","","range end"
"ALEXIS","","","","comicus","","Ἀσκληπιοκλείδης","","","fr. 24","4","4.169d","","",""
"ALEXIS","","","","comicus","","Ἀσωτοδιδάσκαλος","","","fr. 25","8","8.336e","","cf. litt. d","range start"
"ALEXIS","","","","comicus","","Ἀσωτοδιδάσκαλος","","","fr. 25","8","8.336f","","cf. litt. d","range end"
"ALEXIS","","","","comicus","","Ἀτθίς","","","fr. 27","9","9.386c","","","range start"
"ALEXIS","","","","comicus","","Ἀτθίς","","","fr. 27","9","9.386d","","","range end"
"ALEXIS","","","","comicus","","Βρεττία","","","fr. 33","14","14.650c","","",""
"ALEXIS","","","","comicus","","Γαλάτεια","","","fr. 36","12","12.544e","","","range start"
"ALEXIS","","","","comicus","","Γαλάτεια","","","fr. 36","12","12.544f","","","range end"
"ALEXIS","","","","comicus","","Γαλάτεια","","","fr. 37","7","7.314d","","",""
"ALEXIS","","","","comicus","","Γραφή","","","fr. 40","13","13.605f","","",""
"ALEXIS","","","","comicus","","Γραφή","","","fr. 40","13","13.606a","","",""
"ALEXIS","","","","comicus","","Γυναικοκρατία","","","fr. 42","3","3.125b","","",""
"ALEXIS","","","","comicus","","Δακτύλιος","","","fr. 43","10","10.443e","","","range start"
"ALEXIS","","","","comicus","","Δακτύλιος","","","fr. 43","10","10.443f","","","range end"
"ALEXIS","","","","comicus","","Δημήτριος ἢ Φιλέταιρος","","","fr. 45","2","2.36d","","","range start"
"ALEXIS","","","","comicus","","Δημήτριος ἢ Φιλέταιρος","","","fr. 45","2","2.36e","","","range end"
"ALEXIS","","","","comicus","","Δημήτριος ἢ Φιλέταιρος","","","fr. 47","6","6.241b","","",""
"ALEXIS","","","","comicus","","ἐκ τοῦ διεσκευασμένου δράματος ὅ ἐπιγράφεται Δημήτριος","","","fr. 49","14","14.663c","","","range start"
"ALEXIS","","","","comicus","","ἐκ τοῦ διεσκευασμένου δράματος ὅ ἐπιγράφεται Δημήτριος","","","fr. 49","14","14.663d","","","range end"
"ALEXIS","","","","comicus","","ἐν Δημητρίῳ","","","fr. 46","8","8.338d","","","range start"
"ALEXIS","","","","comicus","","ἐν Δημητρίῳ","","","fr. 46","8","8.338e","","","range end"
"ALEXIS","","","","comicus","","ἐν Δημητρίῳ","","","fr. 48","7","7.314d","","","range start"
"ALEXIS","","","","comicus","","ἐν Δημητρίῳ","","","fr. 48","7","7.314e","","","range end"
"ALEXIS","","","","comicus","","ἐν Δημητρίῳ","","","fr. 50","3","3.108a","","",""
"ALEXIS","","","","comicus","","Δίδυμοι","","","fr. 52","15","15.686a","","","range start"
"ALEXIS","","","","comicus","","Δίδυμοι","","","fr. 52","15","15.686b","","","range end"
"ALEXIS","","","","comicus","","Δίδυμοι","","","fr. 63","10","10.446f","","",""
"ALEXIS","","","","comicus","","Δὶς Πενθῶν","","","fr. 55","10","10.441d","","",""
"ALEXIS","","","","comicus","","Δορκὶς ἢ Ποππύζουσα","","","fr. 56","3","3.104d","","",""
"ALEXIS","","","","comicus","","Δορκὶς ἢ Ποππύζουσα","","","fr. 58","10","10.431a","","",""
"ALEXIS","","","","comicus","","ἐν Ῥοδίῳ ἢ Ποππυζούσῃ","","Δορκίδι coni","fr. 67","9","9.395b","","",""
"ALEXIS","","","","comicus","","Δρωπίδης","","","fr. 59","3","3.125f","","",""
"ALEXIS","","","","comicus","","Δρωπίδης","","","fr. 59","11","11.496a","","",""
"ALEXIS","","","","comicus","","Δρωπίδης","","","fr. 61","4","4.171b","","",""
"ALEXIS","","","","comicus","","Εἰσοικιζόμενος","","","fr. 62","15","15.691e","","","range start"
"ALEXIS","","","","comicus","","Εἰσοικιζόμενος","","","fr. 62","15","15.691f","","","range end"
"ALEXIS","","","","comicus","","Εἰσοικιζόμενος","","","fr. 63","14","14.613c","","",""
"ALEXIS","","","","comicus","","Εἰσοικιζόμενος","","","fr. 63","15","15.686f","","",""
"ALEXIS","","","","comicus","","Εἰσοικιζόμενος","","","fr. 64","11","11.502d","","",""
"ALEXIS","","","","comicus","","Εἰσοικιζόμενος","","","fr. 344","15","15.700e","","adn.",""
"ALEXIS","","","","comicus","","Εἰς τὸ φρέαρ","","","fr. 65","8","8.364f","","",""
"ALEXIS","","","","comicus","","Εἰς τὸ φρέαρ","","","fr. 66","3","3.109b","","",""
"ALEXIS","","","","comicus","","Εἰς τὸ φρέαρ","","","fr. 67","8","8.340c","","",""
"ALEXIS","","","","comicus","","Ἐκκηρυττόμενος","","","fr. 102","15","15.699f","","",""
"ALEXIS","","","","comicus","","Ἐκπωματοποιός","","","fr. 68","15","15.691d","","",""
"ALEXIS","","","","comicus","","Ἑλένη","","","fr. 70","13","13.563c","","","range start"
"ALEXIS","","","","comicus","","Ἑλένη","","","fr. 70","13","13.563d","","","range end"
"ALEXIS","","","","comicus","","Ἑλληνίς","","","fr. 76","6","6.226f","","",""
"ALEXIS","","","","comicus","","Ἑλληνίς","","","fr. 76","6","6.227a","","",""
"ALEXIS","","","","comicus","","Ἐπίδαυρος","","","fr. 77","3","3.119f","","",""
"ALEXIS","","","","comicus","","Ἐπίκληρος","","","fr. 78","6","6.227d","","cf. litt. b","range start"
"ALEXIS","","","","comicus","","Ἐπίκληρος","","","fr. 78","6","6.227e","","cf. litt. b","range end"
"ALEXIS","","","","comicus","","Ἐπίτροπος","","","fr. 82","10","10.443f","","",""
"ALEXIS","","","","comicus","","Ἑπτὰ ἐπὶ Θήβαις","","","fr. 83","7","7.294a","","",""
"ALEXIS","","","","comicus","","Ἐρετρικός","","","fr. 84","7","7.326d","","","range start"
"ALEXIS","","","","comicus","","Ἐρετρικός","","","fr. 84","7","7.326e","","","range end"
"ALEXIS","","","","comicus","","Ἔριθοι","","","","","","","v. Παννυχίς",""
"ALEXIS","","","","comicus","","Ἡσιόνη","","","fr. 85","11","11.470e","","",""
"ALEXIS","","","","comicus","","Ἡσιόνη","","","fr. 86","9","9.367f","","",""
"ALEXIS","","","","comicus","","Θεοφόρητος","","","fr. 87","15","15.700a","","",""
"ALEXIS","","","","comicus","","Θεοφόρητος","","","fr. 88","9","9.369e","","",""
"ALEXIS","","","","comicus","","Θεσπρωτοί","","","fr. 89","12","12.552d","","","range start"
"ALEXIS","","","","comicus","","Θεσπρωτοί","","","fr. 89","12","12.552e","","","range end"
"ALEXIS","","","","comicus","","Θράσων","","","fr. 92","4","4.133b","","","range start"
"ALEXIS","","","","comicus","","Θράσων","","","fr. 92","4","4.133c","","","range end"
"ALEXIS","","","","comicus","","Ἱππεύς","","","fr. 95","11","11.481f","","",""
"ALEXIS","","","","comicus","","Ἱππεύς","","","fr. 96","11","11.471e","","",""
"ALEXIS","","","","comicus","","ἐν Ἵππῳ","","Ἱππεῖ s. Ἱππίσκῳ coni","fr. 94","13","13.610e","","",""
"ALEXIS","","","","comicus","","Ἱππίσκος","","","","","","","v. Ἀγωνίς et Ἱππεύς",""
"ALEXIS","","","","comicus","","Ἰσοστάσιον","","","fr. 97","4","4.134c","","","range start"
"ALEXIS","","","","comicus","","Ἰσοστάσιον","","","fr. 97","4","4.134d","","","range end"
"ALEXIS","","","","comicus","","Ἰσοστάσιον","","","fr. 97,4","3","3.127c","","",""
"ALEXIS","","","","comicus","","Ἰσοστάσιον","","","fr. 98","13","13.563a","","","range start"
"ALEXIS","","","","comicus","","Ἰσοστάσιον","","","fr. 98","13","13.563d","","","range end"
"ALEXIS","","","","comicus","","Καταψευδόμενος","","","","","","","v. Τοκιστής",""
"ALEXIS","","","","comicus","","Κλεοβουλίνη","","","fr. 104","13","13.586a","","",""
"ALEXIS","","","","comicus","","Κνιδία","","","fr. 105","4","4.165d","","",""
"ALEXIS","","","","comicus","","Κονιάτης","","","fr. 106","11","11.500e","","",""
"ALEXIS","","","","comicus","","Κουρίς","","","fr. 107","8","8.362c","","",""
"ALEXIS","","","","comicus","","Κουρίς","","","fr. 108","10","10.443d","","","range start"
"ALEXIS","","","","comicus","","Κουρίς","","","fr. 108","10","10.443e","","","range end"
"ALEXIS","","","","comicus","","Κουρίς","","","fr. 109","10","10.422e","","",""
"ALEXIS","","","","comicus","","Κράτεια ἢ Φαρμακοπώλης","","Cf. Hermes XXV fasc. 1","fr. 110","3","3.95a","","","range start"
"ALEXIS","","","","comicus","","Κράτεια ἢ Φαρμακοπώλης","","Cf. Hermes XXV fasc. 1","fr. 110","3","3.95e","","","range end"
"ALEXIS","","","","comicus","","Κράτεια ἢ Φαρμακοπώλης","","Cf. Hermes XXV fasc. 1","fr. 112","8","8.340a","","",""
"ALEXIS","","","","comicus","","Κράτεια ἢ Φαρμακοπώλης","","Cf. Hermes XXV fasc. 1","fr. 114","15","15.678c","","",""
